id,split,label,challenge,n_sets,min_pages,max_pages,has_sentence_only_set,modality_summary,set_pages,strict_multi_article,lenient_multi_article,has_sentence_only_multi_page_set
18577,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
45126,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
43074,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
63919,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
70660,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
25271,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
76317,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
28438,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
2996,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
84814,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
51186,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
7573,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
44284,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
36504,train,REFUTES,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
44404,train,SUPPORTS,Combining Tables and Text,1,2,2,0,mixed,2,1,1,0
23561,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
28217,train,SUPPORTS,Other,1,2,2,1,sentence-only,2,1,1,1
83840,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
50198,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
10265,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
90693,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
63102,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
78338,train,REFUTES,Numerical Reasoning,2,1,1,0,table-only|table-only,1|1,0,0,0
42761,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
8210,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
28793,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
94295,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
14551,train,REFUTES,Combining Tables and Text,2,1,1,1,table-only|sentence-only,1|1,0,0,0
13657,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
78678,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
17373,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
63845,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
44901,train,REFUTES,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
10979,train,REFUTES,Multi-hop Reasoning,1,1,1,0,mixed,1,0,0,0
77383,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
66729,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,4,4,0,mixed,4,1,1,0
41134,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
27733,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
26102,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
76783,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
93508,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
38679,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
35917,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
51411,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
63724,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
56302,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
37462,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
75247,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
44996,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
61481,train,SUPPORTS,Other,2,1,1,1,sentence-only|mixed,1|1,0,0,0
26768,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
51887,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
68700,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
67018,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
66063,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
60646,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
94153,train,REFUTES,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
61756,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
46736,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
91591,train,REFUTES,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
25962,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
36479,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
75867,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
71163,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
76032,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
13764,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
16979,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
41175,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
11594,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
71522,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
78183,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
8373,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
63357,train,REFUTES,Other,2,1,1,1,sentence-only|sentence-only,1|1,0,0,0
36336,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
41278,train,REFUTES,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
49451,train,REFUTES,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
32448,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
72309,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
94467,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
58830,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
52822,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,1,1,0,mixed,1,0,0,0
38723,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
77834,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
18700,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
87688,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
70060,train,SUPPORTS,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
47567,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
7847,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
22811,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
12951,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
41401,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
43932,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
67613,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
63474,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
25832,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
82633,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
68089,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
52708,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
42409,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
74651,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
22456,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
59116,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
36842,train,REFUTES,Other,1,2,2,1,sentence-only,2,1,1,1
66127,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
46782,train,REFUTES,Multi-hop Reasoning,2,1,1,0,list-only|table-only,1|1,0,0,0
24441,train,NOT ENOUGH INFO,Other,1,2,2,1,sentence-only,2,1,1,1
39958,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
88586,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
23805,train,NOT ENOUGH INFO,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
88110,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
19074,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
45432,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
20590,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
79726,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
71473,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
29902,train,SUPPORTS,Multi-hop Reasoning,1,5,5,0,mixed,5,1,1,0
33601,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
27076,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
45528,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
7448,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
3795,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
65354,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
36312,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
77768,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
33193,train,REFUTES,Multi-hop Reasoning,1,1,1,0,table-only,1,0,0,0
29807,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
90457,train,SUPPORTS,Other,3,1,2,1,sentence-only|mixed|mixed,1|2|2,0,1,0
48242,train,REFUTES,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
2344,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
80942,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
83716,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
35915,train,REFUTES,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
24412,train,SUPPORTS,Multi-hop Reasoning,1,1,1,0,mixed,1,0,0,0
44776,train,REFUTES,Other,3,1,1,1,sentence-only|table-only|table-only,1|1|1,0,0,0
9304,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
90074,train,SUPPORTS,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
92906,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
95011,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
15574,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
47245,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
34232,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
47754,train,REFUTES,Entity Disambiguation,1,2,2,0,mixed,2,1,1,0
73658,train,REFUTES,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
93872,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
39348,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
57445,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
85543,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
86140,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
43905,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
16065,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
16842,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
49422,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
59982,train,REFUTES,Other,3,1,1,1,table-only|table-only|sentence-only,1|1|1,0,0,0
91476,train,REFUTES,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
63614,train,SUPPORTS,Combining Tables and Text,2,1,1,0,mixed|mixed,1|1,0,0,0
9897,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
27767,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
7793,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
11496,train,SUPPORTS,Combining Tables and Text,1,2,2,0,mixed,2,1,1,0
92079,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
76117,train,REFUTES,Numerical Reasoning,1,1,1,1,sentence-only,1,0,0,0
85595,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
36567,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
17619,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
40482,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
70135,train,REFUTES,Search terms not in claim,1,1,1,1,sentence-only,1,0,0,0
75772,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
63486,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
36626,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
60609,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
93700,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
46666,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
44098,train,SUPPORTS,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
48580,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
57669,train,REFUTES,Other,2,1,1,1,sentence-only|sentence-only,1|1,0,0,0
57583,train,REFUTES,Other,2,1,1,0,table-only|mixed,1|1,0,0,0
2184,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
90515,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
61489,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
3525,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
21884,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
75493,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
3358,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
44376,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
7459,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
46552,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
28697,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
17107,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
52337,train,SUPPORTS,Search terms not in claim,1,1,1,0,table-only,1,0,0,0
29114,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
52123,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
40733,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
53361,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
16094,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
74530,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
65724,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
71427,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
8279,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
65408,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
92113,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
88268,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
20772,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
16675,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
45905,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
25908,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
93302,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
19875,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
11432,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
33550,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
62112,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
94550,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
91452,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
36445,train,NOT ENOUGH INFO,Search terms not in claim,1,3,3,0,mixed,3,1,1,0
73107,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
50297,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
72032,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
10175,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
61223,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
33718,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
24338,train,SUPPORTS,Other,1,2,2,1,sentence-only,2,1,1,1
18456,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
26296,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
92281,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
24409,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
92054,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
13553,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
76458,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
71469,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
18084,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
67853,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
18407,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
60518,train,SUPPORTS,Other,1,2,2,0,mixed,2,1,1,0
23590,train,REFUTES,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
37861,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
63525,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
11044,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
6062,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
53830,train,NOT ENOUGH INFO,Other,1,1,1,0,mixed,1,0,0,0
30077,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
63235,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
23017,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
59716,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
57242,train,REFUTES,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
86932,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
58374,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
86362,train,REFUTES,Other,3,1,1,1,sentence-only|table-only|table-only,1|1|1,0,0,0
93935,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
67663,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
25232,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
58835,train,SUPPORTS,Multi-hop Reasoning,2,1,3,1,sentence-only|mixed,1|3,0,1,0
7809,train,REFUTES,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
45068,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
32633,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
85121,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
57789,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
5516,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
80154,train,SUPPORTS,Other,2,1,1,1,sentence-only|sentence-only,1|1,0,0,0
81629,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
57608,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
22913,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
31355,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
37330,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
68169,train,REFUTES,Other,1,1,1,0,mixed,1,0,0,0
76943,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
87422,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
69940,train,REFUTES,Numerical Reasoning,1,1,1,1,sentence-only,1,0,0,0
47111,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
35129,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
79589,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
11094,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
81889,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
45142,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
73438,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
22957,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
26770,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
28671,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
11368,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
26717,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
76816,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
67798,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
85812,train,REFUTES,Numerical Reasoning,1,1,1,1,sentence-only,1,0,0,0
33630,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
92166,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
84385,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
16051,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
83771,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
43838,train,REFUTES,Other,2,1,1,1,sentence-only|sentence-only,1|1,0,0,0
20174,train,REFUTES,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
42855,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
71422,train,REFUTES,Multi-hop Reasoning,1,1,1,0,table-only,1,0,0,0
87093,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
81097,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
86776,train,REFUTES,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
76247,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
30118,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
4509,train,REFUTES,Numerical Reasoning,1,1,1,1,sentence-only,1,0,0,0
65405,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
46601,train,SUPPORTS,Other,1,2,2,1,sentence-only,2,1,1,1
57869,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
61936,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
61189,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
45395,train,SUPPORTS,Search terms not in claim,2,1,1,1,sentence-only|table-only,1|1,0,0,0
26949,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
7262,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
53982,train,SUPPORTS,Combining Tables and Text,1,2,2,0,mixed,2,1,1,0
47859,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
29417,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
9607,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
26227,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
68719,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
83166,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
51722,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
42065,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
86247,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
74582,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
28468,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
37506,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
71227,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
63179,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
33959,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
51522,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
88563,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
56270,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
3126,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
2558,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
77792,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
66723,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
55697,train,REFUTES,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
1959,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
52406,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
89780,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
62776,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
57274,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
62728,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
19984,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
78312,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
40525,train,REFUTES,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
69853,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
75638,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
76856,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
85659,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
42538,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
9240,train,SUPPORTS,Numerical Reasoning,1,2,2,0,mixed,2,1,1,0
26458,train,SUPPORTS,Multi-hop Reasoning,2,1,2,1,mixed|sentence-only,2|1,0,1,0
49218,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
10342,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
63654,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
4031,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
83323,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
9867,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
71652,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
76547,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
25641,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
